ProteinName,UniProt ID,DiseaseName,UMLS concept ID
Gamma-aminobutyric acid receptor subunit alpha-6,Q16445,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit beta-2,P47870,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit beta-3,P28472,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit delta,O14764,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit gamma-2,P18507,Epilepsy,C0014544
"Solute carrier family 52, riboflavin transporter, member 2",Q9HAB3,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 1",Q05586,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2A",Q12879,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2B",Q13224,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2C",Q14957,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2D",O15399,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 3B",O60391,Epilepsy,C0014544
Glycine receptor subunit alpha-1,P23415,Epilepsy,C0014544
Glycine receptor subunit beta,P48167,Epilepsy,C0014544
5-hydroxytryptamine receptor 1A,P08908,Epilepsy,C0014544
5-hydroxytryptamine receptor 2A,P28223,Epilepsy,C0014544
Alpha-1D adrenergic receptor,P25100,Epilepsy,C0014544
Alpha-2A adrenergic receptor,P08913,Epilepsy,C0014544
Alpha-2B adrenergic receptor,P18089,Epilepsy,C0014544
Cytochrome P450 3A4,P08684,Epilepsy,C0014544
Cytochrome P450 3A5,P20815,Epilepsy,C0014544
Serine-protein kinase ATM,Q13315,Epilepsy,C0014544
5-hydroxytryptamine receptor 2A,P28223,Epilepsy,C0014544
Alpha-1D adrenergic receptor,P25100,Epilepsy,C0014544
Alpha-2A adrenergic receptor,P08913,Epilepsy,C0014544
Alpha-2B adrenergic receptor,P18089,Epilepsy,C0014544
Muscarinic acetylcholine receptor M1,P11229,Epilepsy,C0014544
Muscarinic acetylcholine receptor M2,P08172,Epilepsy,C0014544
Muscarinic acetylcholine receptor M3,P20309,Epilepsy,C0014544
Protein kinase C alpha type,P17252,Epilepsy,C0014544
Protein kinase C beta type,P05771,Epilepsy,C0014544
Protein kinase C delta type,Q05655,Epilepsy,C0014544
Sodium channel protein type 1 subunit alpha,P35498,Epilepsy,C0014544
Sodium channel protein type 2 subunit alpha,Q99250,Epilepsy,C0014544
Sodium channel protein type 3 subunit alpha,Q9NY46,Epilepsy,C0014544
Sodium channel protein type 4 subunit alpha,P35499,Epilepsy,C0014544
Sodium channel protein type 5 subunit alpha,Q14524,Epilepsy,C0014544
Sodium channel protein type 7 subunit alpha,Q01118,Epilepsy,C0014544
Sodium channel protein type 8 subunit alpha,Q9UQD0,Epilepsy,C0014544
Sodium channel protein type 9 subunit alpha,Q15858,Epilepsy,C0014544
Sodium channel subunit beta-1,Q07699,Epilepsy,C0014544
Sodium channel subunit beta-2,O60939,Epilepsy,C0014544
Sodium channel subunit beta-3,Q9NY72,Epilepsy,C0014544
Voltage-dependent calcium channel gamma-2 subunit,Q9Y698,Epilepsy,C0014544
Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289,Epilepsy,C0014544
Voltage-dependent calcium channel subunit alpha-2/delta-2,Q9NY47,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Epilepsy,C0014544
Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975,Epilepsy,C0014544
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555,Epilepsy,C0014544
Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878,Epilepsy,C0014544
Voltage-dependent T-type calcium channel subunit alpha-1G,O43497,Epilepsy,C0014544
Voltage-dependent T-type calcium channel subunit alpha-1H,O95180,Epilepsy,C0014544
Nuclear factor NF-kappa-B p105 subunit,P19838,Epilepsy,C0014544
Cytochrome b-245 heavy chain,P04839,Epilepsy,C0014544
ATP-sensitive inward rectifier potassium channel 10,P78508,Epilepsy,C0014544
ATP-sensitive inward rectifier potassium channel 11,Q14654,Epilepsy,C0014544
Calcium-activated potassium channel subunit alpha-1,Q12791,Epilepsy,C0014544
ATP-sensitive inward rectifier potassium channel 11,Q14654,Epilepsy,C0014544
Cyclic AMP-dependent transcription factor ATF-3,P18847,Epilepsy,C0014544
Proto-oncogene c-Fos,P01100,Epilepsy,C0014544
Transcription factor AP-1,P05412,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 1",Q05586,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2A",Q12879,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2B",Q13224,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2C",Q14957,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2D",O15399,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 3B",O60391,Epilepsy,C0014544
5-hydroxytryptamine receptor 2A,P28223,Epilepsy,C0014544
5-hydroxytryptamine receptor 1A,P08908,Epilepsy,C0014544
"Actin, cytoplasmic 1",P60709,Epilepsy,C0014544
"Actin, cytoplasmic 2",P63261,Epilepsy,C0014544
Sodium/potassium-transporting ATPase subunit alpha-2,P50993,Epilepsy,C0014544
Sodium/potassium-transporting ATPase subunit alpha-3,P13637,Epilepsy,C0014544
Voltage-dependent calcium channel gamma-2 subunit,Q9Y698,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 1,O95259,Epilepsy,C0014544
Neurexin-1,Q9ULB1,Epilepsy,C0014544
Ryanodine receptor 2,Q92736,Epilepsy,C0014544
Casein kinase II subunit beta,P67870,Epilepsy,C0014544
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,Epilepsy,C0014544
"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",P60484,Epilepsy,C0014544
Transcription factor p65,Q04206,Epilepsy,C0014544
Ubiquitin carboxyl-terminal hydrolase isozyme L1,P09936,Epilepsy,C0014544
P2X purinoceptor 4,Q99571,Epilepsy,C0014544
Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1,Epilepsy,C0014544
Dihydropyrimidinase-related protein 2,Q16555,Epilepsy,C0014544
Protocadherin-19,Q8TAB3,Epilepsy,C0014544
Protein O-GlcNAcase,O60502,Epilepsy,C0014544
B1 bradykinin receptor,P46663,Epilepsy,C0014544
Interleukin-17A,Q16552,Epilepsy,C0014544
Histone deacetylase 2,Q92769,Epilepsy,C0014544
Histone deacetylase 4,P56524,Epilepsy,C0014544
Histone deacetylase 9,Q9UKV0,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-1,P14867,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-2,P47869,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-3,P34903,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-5,P31644,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit gamma-2,P18507,Epilepsy,C0014544
ATP-sensitive inward rectifier potassium channel 11,Q14654,Epilepsy,C0014544
Sorcin,P30626,Epilepsy,C0014544
Calretinin,P22676,Epilepsy,C0014544
Calcium-dependent secretion activator 2,Q86UW7,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Epilepsy,C0014544
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555,Epilepsy,C0014544
Voltage-dependent T-type calcium channel subunit alpha-1G,O43497,Epilepsy,C0014544
Voltage-dependent T-type calcium channel subunit alpha-1H,O95180,Epilepsy,C0014544
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555,Epilepsy,C0014544
Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878,Epilepsy,C0014544
Receptor of activated protein C kinase 1,P63244,Epilepsy,C0014544
Afamin,P43652,Epilepsy,C0014544
Integrin alpha-5,P08648,Epilepsy,C0014544
Alternative prion protein,F7VJQ1,Epilepsy,C0014544
Cystatin-B,P04080,Epilepsy,C0014544
Tumor protein p73,O15350,Epilepsy,C0014544
Bone morphogenetic protein 4,P12644,Epilepsy,C0014544
Beclin-1,Q14457,Epilepsy,C0014544
Heat shock 70 kDa protein 4,P34932,Epilepsy,C0014544
Protein S100-A10,P60903,Epilepsy,C0014544
Alpha-1B-glycoprotein,P04217,Epilepsy,C0014544
Clusterin,P10909,Epilepsy,C0014544
Insulin-like growth factor-binding protein complex acid labile subunit,P35858,Epilepsy,C0014544
"Keratin, type I cytoskeletal 10",P13645,Epilepsy,C0014544
"Keratin, type II cytoskeletal 5",P13647,Epilepsy,C0014544
Amyloid-like protein 1,P51693,Epilepsy,C0014544
Far upstream element-binding protein 2,Q92945,Epilepsy,C0014544
Filamin-A,P21333,Epilepsy,C0014544
60S ribosomal protein L10,P27635,Epilepsy,C0014544
40S ribosomal protein S19,P39019,Epilepsy,C0014544
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Epilepsy,C0014544
Transient receptor potential cation channel subfamily V member 4,Q9HBA0,Epilepsy,C0014544
Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975,Epilepsy,C0014544
D(2) dopamine receptor,P14416,Epilepsy,C0014544
D(4) dopamine receptor,P21917,Epilepsy,C0014544
"Atypical kinase COQ8A, mitochondrial",Q8NI60,Epilepsy,C0014544
Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4,Epilepsy,C0014544
Ephrin type-A receptor 3,P29320,Epilepsy,C0014544
Ephrin type-B receptor 1,P54762,Epilepsy,C0014544
"Muscle, skeletal receptor tyrosine-protein kinase",O15146,Epilepsy,C0014544
Serine/threonine-protein kinase PAK 3,O75914,Epilepsy,C0014544
Serine/threonine-protein kinase PLK3,Q9H4B4,Epilepsy,C0014544
cGMP-dependent protein kinase 2,Q13237,Epilepsy,C0014544
Nuclear factor NF-kappa-B p105 subunit,P19838,Epilepsy,C0014544
Transcription factor p65,Q04206,Epilepsy,C0014544
Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 2,Q12809,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 7,Q9NS40,Epilepsy,C0014544
Glycine receptor subunit alpha-1,P23415,Epilepsy,C0014544
Glycine receptor subunit alpha-2,P23416,Epilepsy,C0014544
Glycine receptor subunit alpha-3,O75311,Epilepsy,C0014544
Glycine receptor subunit beta,P48167,Epilepsy,C0014544
Mitogen-activated protein kinase 1,P28482,Epilepsy,C0014544
Sodium channel protein type 1 subunit alpha,P35498,Epilepsy,C0014544
Sodium channel protein type 2 subunit alpha,Q99250,Epilepsy,C0014544
Sodium channel protein type 3 subunit alpha,Q9NY46,Epilepsy,C0014544
Sodium channel protein type 4 subunit alpha,P35499,Epilepsy,C0014544
Sodium channel protein type 5 subunit alpha,Q14524,Epilepsy,C0014544
Sodium channel protein type 7 subunit alpha,Q01118,Epilepsy,C0014544
Sodium channel protein type 8 subunit alpha,Q9UQD0,Epilepsy,C0014544
Sodium channel protein type 9 subunit alpha,Q15858,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Epilepsy,C0014544
"Glutamate receptor ionotropic, kainate 1",P39086,Epilepsy,C0014544
"Glutamate receptor ionotropic, kainate 2",Q13002,Epilepsy,C0014544
"Glutamate receptor ionotropic, kainate 4",Q16099,Epilepsy,C0014544
Dystrophin,P11532,Epilepsy,C0014544
P2X purinoceptor 2,Q9UBL9,Epilepsy,C0014544
P2X purinoceptor 4,Q99571,Epilepsy,C0014544
P2X purinoceptor 7,Q99572,Epilepsy,C0014544
P2Y purinoceptor 12,Q9H244,Epilepsy,C0014544
Potassium voltage-gated channel subfamily A member 1,Q09470,Epilepsy,C0014544
Potassium voltage-gated channel subfamily A member 2,P16389,Epilepsy,C0014544
Potassium voltage-gated channel subfamily B member 1,Q14721,Epilepsy,C0014544
Potassium voltage-gated channel subfamily C member 1,P48547,Epilepsy,C0014544
Potassium voltage-gated channel subfamily D member 2,Q9NZV8,Epilepsy,C0014544
Potassium voltage-gated channel subfamily D member 3,Q9UK17,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 1,O95259,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 2,Q12809,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 5,Q8NCM2,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 7,Q9NS40,Epilepsy,C0014544
Potassium voltage-gated channel subfamily KQT member 1,P51787,Epilepsy,C0014544
Potassium voltage-gated channel subfamily KQT member 2,O43526,Epilepsy,C0014544
Potassium voltage-gated channel subfamily KQT member 3,O43525,Epilepsy,C0014544
Potassium voltage-gated channel subfamily KQT member 4,P56696,Epilepsy,C0014544
Potassium voltage-gated channel subfamily KQT member 5,Q9NR82,Epilepsy,C0014544
Potassium voltage-gated channel subfamily V member 2,Q8TDN2,Epilepsy,C0014544
Voltage-gated potassium channel subunit beta-1,Q14722,Epilepsy,C0014544
Voltage-gated potassium channel subunit beta-2,Q13303,Epilepsy,C0014544
Mitogen-activated protein kinase 1,P28482,Epilepsy,C0014544
Mitogen-activated protein kinase 10,P53779,Epilepsy,C0014544
Mitogen-activated protein kinase 8,P45983,Epilepsy,C0014544
Mitogen-activated protein kinase 10,P53779,Epilepsy,C0014544
Mitogen-activated protein kinase 8,P45983,Epilepsy,C0014544
DNA (cytosine-5)-methyltransferase 3A,Q9Y6K1,Epilepsy,C0014544
C->U-editing enzyme APOBEC-1,P41238,Epilepsy,C0014544
Neuronal acetylcholine receptor subunit alpha-2,Q15822,Epilepsy,C0014544
Neuronal acetylcholine receptor subunit alpha-4,P43681,Epilepsy,C0014544
Neuronal acetylcholine receptor subunit alpha-7,P36544,Epilepsy,C0014544
Neuronal acetylcholine receptor subunit alpha-7,P36544,Epilepsy,C0014544
Neuronal acetylcholine receptor subunit beta-2,P17787,Epilepsy,C0014544
Diacylglycerol kinase epsilon,P52429,Epilepsy,C0014544
V-type proton ATPase 116 kDa subunit a isoform 2,Q9Y487,Epilepsy,C0014544
V-type proton ATPase catalytic subunit A,P38606,Epilepsy,C0014544
"V-type proton ATPase subunit B, brain isoform",P21281,Epilepsy,C0014544
Caspase-9,P55211,Epilepsy,C0014544
Glutathione peroxidase 1,P07203,Epilepsy,C0014544
Glutathione S-transferase Mu 1,P09488,Epilepsy,C0014544
Glutathione S-transferase Mu 2,P28161,Epilepsy,C0014544
Glutathione S-transferase theta-1,P30711,Epilepsy,C0014544
Hematopoietic prostaglandin D synthase,O60760,Epilepsy,C0014544
"Aminomethyltransferase, mitochondrial",P48728,Epilepsy,C0014544
Adenosine receptor A1,P30542,Epilepsy,C0014544
Prostaglandin G/H synthase 1,P23219,Epilepsy,C0014544
Collagen alpha-1(I) chain,P02452,Epilepsy,C0014544
"Phenylalanine--tRNA ligase, mitochondrial",O95363,Epilepsy,C0014544
Cystine/glutamate transporter,Q9UPY5,Epilepsy,C0014544
Insulin receptor,P06213,Epilepsy,C0014544
Muscarinic acetylcholine receptor M3,P20309,Epilepsy,C0014544
Solute carrier family 12 member 5,Q9H2X9,Epilepsy,C0014544
Prothrombin,P00734,Epilepsy,C0014544
Glycine receptor subunit beta,P48167,Epilepsy,C0014544
Matrix metalloproteinase-9,P14780,Epilepsy,C0014544
Cannabinoid receptor 1,P21554,Epilepsy,C0014544
Type-1 angiotensin II receptor,P30556,Epilepsy,C0014544
Peroxisome proliferator-activated receptor alpha,Q07869,Epilepsy,C0014544
Potassium voltage-gated channel subfamily H member 2,Q12809,Epilepsy,C0014544
Muscarinic acetylcholine receptor M1,P11229,Epilepsy,C0014544
Sodium-dependent multivitamin transporter,Q9Y289,Epilepsy,C0014544
Cannabinoid receptor 2,P34972,Epilepsy,C0014544
P2Y purinoceptor 12,Q9H244,Epilepsy,C0014544
Adenine phosphoribosyltransferase,P07741,Epilepsy,C0014544
Synaptic vesicular amine transporter,Q05940,Epilepsy,C0014544
ATP-binding cassette sub-family A member 1,O95477,Epilepsy,C0014544
Estrogen receptor,P03372,Epilepsy,C0014544
Androgen receptor,P10275,Epilepsy,C0014544
Alpha-aminoadipic semialdehyde dehydrogenase,P49419,Epilepsy,C0014544
Cationic amino acid transporter 3,Q8WY07,Epilepsy,C0014544
Dopamine beta-hydroxylase,P09172,Epilepsy,C0014544
Solute carrier family 12 member 6,Q9UHW9,Epilepsy,C0014544
Sodium channel protein type 1 subunit alpha,P35498,Epilepsy,C0014544
"NAD-dependent malic enzyme, mitochondrial",P23368,Epilepsy,C0014544
"Succinate-semialdehyde dehydrogenase, mitochondrial",P51649,Epilepsy,C0014544
Toll-like receptor 7,Q9NYK1,Epilepsy,C0014544
D-3-phosphoglycerate dehydrogenase,O43175,Epilepsy,C0014544
Vascular endothelial growth factor A,P15692,Epilepsy,C0014544
"Glutamate dehydrogenase 1, mitochondrial",P00367,Epilepsy,C0014544
Pyridoxine-5'-phosphate oxidase,Q9NVS9,Epilepsy,C0014544
Bifunctional glutamate/proline--tRNA ligase,P07814,Epilepsy,C0014544
Sodium channel protein type 5 subunit alpha,Q14524,Epilepsy,C0014544
Potassium channel subfamily K member 2,O95069,Epilepsy,C0014544
Peroxisome proliferator-activated receptor gamma,P37231,Epilepsy,C0014544
Gamma-aminobutyric acid type B receptor subunit 1,Q9UBS5,Epilepsy,C0014544
Angiotensin-converting enzyme,P12821,Epilepsy,C0014544
Valine--tRNA ligase,P26640,Epilepsy,C0014544
"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Q02252,Epilepsy,C0014544
Lipoprotein lipase,P06858,Epilepsy,C0014544
Apoptosis regulator Bcl-2,P10415,Epilepsy,C0014544
Sodium- and chloride-dependent GABA transporter 1,P30531,Epilepsy,C0014544
"4-aminobutyrate aminotransferase, mitochondrial",P80404,Epilepsy,C0014544
Prostaglandin G/H synthase 2,P35354,Epilepsy,C0014544
"Nitric oxide synthase, endothelial",P29474,Epilepsy,C0014544
Renin,P00797,Epilepsy,C0014544
Pyridoxal phosphate phosphatase,Q96GD0,Epilepsy,C0014544
Solute carrier family 12 member 2,P55011,Epilepsy,C0014544
Alpha-2A adrenergic receptor,P08913,Epilepsy,C0014544
5-hydroxytryptamine receptor 1A,P08908,Epilepsy,C0014544
Arachidonate 15-lipoxygenase,P16050,Epilepsy,C0014544
"Serine hydroxymethyltransferase, cytosolic",P34896,Epilepsy,C0014544
Cytochrome c oxidase subunit 1,P00395,Epilepsy,C0014544
"Glutamate receptor ionotropic, kainate 1",P39086,Epilepsy,C0014544
NADH-ubiquinone oxidoreductase chain 6,P03923,Epilepsy,C0014544
Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555,Epilepsy,C0014544
Coagulation factor IX,P00740,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 1",Q05586,Epilepsy,C0014544
Sodium- and chloride-dependent creatine transporter 1,P48029,Epilepsy,C0014544
Glutamate decarboxylase 1,Q99259,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-2,P47869,Epilepsy,C0014544
Substance-P receptor,P25103,Epilepsy,C0014544
D(4) dopamine receptor,P21917,Epilepsy,C0014544
Synaptosomal-associated protein 25,P60880,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2D",O15399,Epilepsy,C0014544
Ornithine decarboxylase,P11926,Epilepsy,C0014544
"Carnitine O-palmitoyltransferase 1, liver isoform",P50416,Epilepsy,C0014544
Glycine receptor subunit alpha-3,O75311,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2B",Q13224,Epilepsy,C0014544
Solute carrier family 12 member 3,P55017,Epilepsy,C0014544
Delta-type opioid receptor,P41143,Epilepsy,C0014544
Annexin A1,P04083,Epilepsy,C0014544
Acetylcholinesterase,P22303,Epilepsy,C0014544
RAC-alpha serine/threonine-protein kinase,P31749,Epilepsy,C0014544
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,Epilepsy,C0014544
Glycine receptor subunit alpha-1,P23415,Epilepsy,C0014544
Monocarboxylate transporter 2,O60669,Epilepsy,C0014544
5-hydroxytryptamine receptor 2A,P28223,Epilepsy,C0014544
Somatostatin receptor type 1,P30872,Epilepsy,C0014544
"Glutamate receptor ionotropic, NMDA 2C",Q14957,Epilepsy,C0014544
ATP-binding cassette sub-family C member 9,O60706,Epilepsy,C0014544
Gamma-aminobutyric acid receptor subunit alpha-5,P31644,Epilepsy,C0014544
