Drug name,DrugBank ID,ProteinName,UniProt ID
Terazosin,DB01162,Potassium voltage-gated channel subfamily H member 2,Q12809
Terazosin,DB01162,Potassium voltage-gated channel subfamily H member 6,Q9H252
Terazosin,DB01162,Potassium voltage-gated channel subfamily H member 7,Q9NS40
Terazosin,DB01162,Transforming growth factor beta-1,P01137
Terbutaline,DB00871,Beta-2 adrenergic receptor,P07550
Terbutaline,DB00871,Beta-3 adrenergic receptor,P13945
Terbutaline,DB00871,Beta-1 adrenergic receptor,P08588
Terfenadine,DB00342,Potassium voltage-gated channel subfamily H member 2,Q12809
Terfenadine,DB00342,Histamine H1 receptor,P35367
Terfenadine,DB00342,Muscarinic acetylcholine receptor M3,P20309
Terfenadine,DB00342,Muscarinic acetylcholine receptor M1,P11229
Terfenadine,DB00342,Muscarinic acetylcholine receptor M5,P08912
Terfenadine,DB00342,Muscarinic acetylcholine receptor M4,P08173
Terfenadine,DB00342,Muscarinic acetylcholine receptor M2,P08172
Teriparatide,DB06285,Parathyroid hormone/parathyroid hormone-related peptide receptor,Q03431
Testosterone,DB00624,Androgen receptor,P10275
Testosterone,DB00624,Estrogen receptor,P03372
Testosterone,DB00624,Mineralocorticoid receptor,P08235
Tetrabenazine,DB04844,Synaptic vesicular amine transporter,Q05940
Tetrabenazine,DB04844,D(2) dopamine receptor,P14416
Tetracycline,DB00759,30S ribosomal protein S7,P02359
Tetracycline,DB00759,30S ribosomal protein S14,P0AG59
Tetracycline,DB00759,30S ribosomal protein S3,P0A7V3
Tetracycline,DB00759,30S ribosomal protein S8,P0A7W7
Tetracycline,DB00759,30S ribosomal protein S19,P0A7U3
Tetracycline,DB00759,Major prion protein,P04156
Tetracycline,DB00759,Multidrug translocase MdfA,C9EH48
Tetracycline,DB00759,Protein-arginine deiminase type-4,Q9UM07
Thalidomide,DB01041,Protein cereblon,Q96SW2
Thalidomide,DB01041,Tumor necrosis factor,P01375
Thalidomide,DB01041,Nuclear factor NF-kappa-B p105 subunit,P19838
Thalidomide,DB01041,Fibroblast growth factor receptor 2,P21802
Thalidomide,DB01041,Prostaglandin G/H synthase 2,P35354
Thalidomide,DB01041,Alpha-1-acid glycoprotein 1,P02763
Thalidomide,DB01041,Alpha-1-acid glycoprotein 2,P19652
Theophylline,DB00277,Adenosine receptor A1,P30542
Theophylline,DB00277,Adenosine receptor A2a,P29274
Theophylline,DB00277,Adenosine receptor A2b,P29275
Theophylline,DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Q07343
Theophylline,DB00277,"cGMP-specific 3',5'-cyclic phosphodiesterase",O76074
Theophylline,DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",P27815
Theophylline,DB00277,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Q14432
Theophylline,DB00277,Histone deacetylase 2,Q92769
Theophylline,DB00277,Copine-1,Q99829
Theophylline,DB00277,Minor histocompatibility antigen H13,Q8TCT9
Theophylline,DB00277,Nodal modulator 1,Q15155
Theophylline,DB00277,Poly [ADP-ribose] polymerase 1,P09874
Theophylline,DB00277,Protein RIC-3,Q7Z5B4
Theophylline,DB00277,Tubulin monoglycylase TTLL3,Q9Y4R7
Thioridazine,DB00679,D(2) dopamine receptor,P14416
Thioridazine,DB00679,D(1A) dopamine receptor,P21728
Thioridazine,DB00679,Alpha-1A adrenergic receptor,P35348
Thioridazine,DB00679,Alpha-1B adrenergic receptor,P35368
Thioridazine,DB00679,5-hydroxytryptamine receptor 2A,P28223
Thioridazine,DB00679,Potassium voltage-gated channel subfamily H member 2,Q12809
Thiothixene,DB01623,D(2) dopamine receptor,P14416
Thiothixene,DB01623,D(1A) dopamine receptor,P21728
Thiothixene,DB01623,5-hydroxytryptamine receptor 2A,P28223
Tiagabine,DB00906,Sodium- and chloride-dependent GABA transporter 1,P30531
Ticlopidine,DB00208,P2Y purinoceptor 12,Q9H244
Timolol,DB00373,Beta-1 adrenergic receptor,P08588
Timolol,DB00373,Beta-2 adrenergic receptor,P07550
Timolol,DB00373,Endolysin,P00720
Tirofiban,DB00775,Integrin alpha-IIb,P08514
Tirofiban,DB00775,Integrin beta-3,P05106
Tizanidine,DB00697,Alpha-2A adrenergic receptor,P08913
Tizanidine,DB00697,Alpha-2B adrenergic receptor,P18089
Tizanidine,DB00697,Alpha-2C adrenergic receptor,P18825
Tizanidine,DB00697,Nischarin,Q9Y2I1
Tizanidine,DB00697,Alpha-1A adrenergic receptor,P35348
Tizanidine,DB00697,Alpha-1B adrenergic receptor,P35368
Tizanidine,DB00697,Alpha-1D adrenergic receptor,P25100
Tolazamide,DB00839,ATP-binding cassette sub-family C member 8,Q09428
Tolazamide,DB00839,ATP-sensitive inward rectifier potassium channel 11,Q14654
Tolbutamide,DB01124,ATP-binding cassette sub-family C member 8,Q09428
Tolbutamide,DB01124,ATP-sensitive inward rectifier potassium channel 1,P48048
Tolcapone,DB00323,Catechol O-methyltransferase,P21964
Tolmetin,DB00500,Prostaglandin G/H synthase 2,P35354
Tolmetin,DB00500,Prostaglandin G/H synthase 1,P23219
Topiramate,DB00273,Gamma-aminobutyric acid receptor subunit alpha-1,P14867
Topiramate,DB00273,Sodium channel protein type 1 subunit alpha,P35498
Topiramate,DB00273,Sodium channel protein type 10 subunit alpha,Q9Y5Y9
Topiramate,DB00273,Sodium channel protein type 11 subunit alpha,Q9UI33
Topiramate,DB00273,Sodium channel protein type 2 subunit alpha,Q99250
Topiramate,DB00273,Sodium channel protein type 3 subunit alpha,Q9NY46
Topiramate,DB00273,Sodium channel protein type 4 subunit alpha,P35499
Topiramate,DB00273,Sodium channel protein type 5 subunit alpha,Q14524
Topiramate,DB00273,Sodium channel protein type 7 subunit alpha,Q01118
Topiramate,DB00273,Sodium channel protein type 8 subunit alpha,Q9UQD0
Topiramate,DB00273,Sodium channel protein type 9 subunit alpha,Q15858
Topiramate,DB00273,"Glutamate receptor ionotropic, kainate 1",P39086
Topiramate,DB00273,"Glutamate receptor ionotropic, kainate 2",Q13002
Topiramate,DB00273,"Glutamate receptor ionotropic, kainate 3",Q13003
Topiramate,DB00273,"Glutamate receptor ionotropic, kainate 4",Q16099
Topiramate,DB00273,"Glutamate receptor ionotropic, kainate 5",Q16478
Topiramate,DB00273,Carbonic anhydrase 2,P00918
Topiramate,DB00273,Carbonic anhydrase 4,P22748
Topiramate,DB00273,Carbonic anhydrase 1,P00915
Topiramate,DB00273,Carbonic anhydrase 3,P07451
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit alpha-1F,O60840
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit beta-1,Q02641
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit beta-3,P54284
Topiramate,DB00273,Voltage-dependent L-type calcium channel subunit beta-4,O00305
Topiramate,DB00273,Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878
Topotecan,DB01030,DNA topoisomerase 1,P11387
Topotecan,DB01030,"DNA topoisomerase I, mitochondrial",Q969P6
Torasemide,DB00214,Solute carrier family 12 member 1,Q13621
Torasemide,DB00214,Solute carrier family 12 member 2,P55011
Tramadol,DB00193,Mu-type opioid receptor,P35372
Tramadol,DB00193,Sodium-dependent noradrenaline transporter,P23975
Tramadol,DB00193,Sodium-dependent serotonin transporter,P31645
Tramadol,DB00193,5-hydroxytryptamine receptor 2C,P28335
Tramadol,DB00193,Kappa-type opioid receptor,P41145
Tramadol,DB00193,Delta-type opioid receptor,P41143
Tramadol,DB00193,Alpha-7 nicotinic cholinergic receptor subunit,Q693P7
Tramadol,DB00193,Muscarinic acetylcholine receptor M3,P20309
Tramadol,DB00193,Muscarinic acetylcholine receptor M1,P11229
Tramadol,DB00193,Substance-P receptor,P25103
Tramadol,DB00193,Sodium channel protein type 2 subunit alpha,Q99250
Tramadol,DB00193,Transient receptor potential cation channel subfamily V member 1,Q8NER1
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 1",Q05586
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 2A",Q12879
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 2B",Q13224
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 2C",Q14957
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 2D",O15399
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 3A",Q8TCU5
Tramadol,DB00193,"Glutamate receptor ionotropic, NMDA 3B",O60391
Tramadol,DB00193,Adenosine receptor A1,P30542
Tramadol,DB00193,Alpha-2A adrenergic receptor,P08913
Tramadol,DB00193,Alpha-2B adrenergic receptor,P18089
Tramadol,DB00193,Alpha-2C adrenergic receptor,P18825
Trandolapril,DB00519,Angiotensin-converting enzyme,P12821
Travoprost,DB00287,Prostaglandin F2-alpha receptor,P43088
Treprostinil,DB00374,Prostacyclin receptor,P43119
Treprostinil,DB00374,Peroxisome proliferator-activated receptor delta,Q03181
Treprostinil,DB00374,P2Y purinoceptor 12,Q9H244
Tretinoin,DB00755,Retinoic acid receptor RXR-beta,P28702
Tretinoin,DB00755,Retinoic acid receptor RXR-gamma,P48443
Tretinoin,DB00755,Retinoic acid receptor gamma,P13631
Tretinoin,DB00755,Retinal dehydrogenase 1,P00352
Tretinoin,DB00755,Retinoic acid-induced protein 3,Q8NFJ5
Tretinoin,DB00755,Retinal dehydrogenase 2,O94788
Tretinoin,DB00755,Retinoic acid receptor responder protein 1,P49788
Tretinoin,DB00755,Retinoic acid receptor alpha,P10276
Tretinoin,DB00755,Retinoic acid receptor beta,P10826
Tretinoin,DB00755,Lipocalin-1,P31025
Tretinoin,DB00755,Odorant-binding protein 2a,Q9NY56
Tretinoin,DB00755,Retinol-binding protein 4,P02753
Tretinoin,DB00755,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",Q16654
Tretinoin,DB00755,Retinoic acid receptor RXR-alpha,P19793
Tretinoin,DB00755,Cytochrome P450 26A1,O43174
Tretinoin,DB00755,Cytochrome P450 26B1,Q9NR63
Tretinoin,DB00755,Cytochrome P450 26C1,Q6V0L0
Tretinoin,DB00755,Hematopoietic prostaglandin D synthase,O60760
Triamcinolone,DB00620,Glucocorticoid receptor,P04150
Triamterene,DB00384,Amiloride-sensitive sodium channel subunit beta,P51168
Triamterene,DB00384,Amiloride-sensitive sodium channel subunit alpha,P37088
Triamterene,DB00384,Amiloride-sensitive sodium channel subunit delta,P51172
Triamterene,DB00384,Amiloride-sensitive sodium channel subunit gamma,P51170
Trifluoperazine,DB00831,D(2) dopamine receptor,P14416
Trifluoperazine,DB00831,Neuron-specific vesicular protein calcyon,Q9NYX4
Trifluoperazine,DB00831,Alpha-1A adrenergic receptor,P35348
Trifluoperazine,DB00831,Calmodulin,P0DP23
Trifluoperazine,DB00831,"Troponin C, slow skeletal and cardiac muscles",P63316
Trifluoperazine,DB00831,Protein S100-A4,P26447
Triflupromazine,DB00508,D(2) dopamine receptor,P14416
Triflupromazine,DB00508,D(1A) dopamine receptor,P21728
Triflupromazine,DB00508,5-hydroxytryptamine receptor 2B,P41595
Triflupromazine,DB00508,Muscarinic acetylcholine receptor M1,P11229
Triflupromazine,DB00508,Muscarinic acetylcholine receptor M2,P08172
Trihexyphenidyl,DB00376,Muscarinic acetylcholine receptor M1,P11229
Trihexyphenidyl,DB00376,Muscarinic acetylcholine receptor M2,P08172
Trihexyphenidyl,DB00376,Muscarinic acetylcholine receptor M3,P20309
Trihexyphenidyl,DB00376,Muscarinic acetylcholine receptor M4,P08173
Trihexyphenidyl,DB00376,Muscarinic acetylcholine receptor M5,P08912
Trimethoprim,DB00440,Dihydrofolate reductase,P0ABQ4
Trimetrexate,DB01157,Dihydrofolate reductase,P00374
Urea,DB03904,Arginase-1,P05089
Urea,DB03904,Carbonic anhydrase 2,P00918
Urea,DB03904,Catenin beta-1,P35222
Urea,DB03904,Sulfoxide reductase catalytic subunit YedY,Q8XB74
Urea,DB03904,Dihydrofolate reductase,P00378
Valdecoxib,DB00580,Prostaglandin G/H synthase 2,P35354
Valdecoxib,DB00580,Carbonic anhydrase 2,P00918
Valdecoxib,DB00580,Carbonic anhydrase 3,P07451
Valrubicin,DB00385,DNA topoisomerase 2-alpha,P11388
Valsartan,DB00177,Type-1 angiotensin II receptor,P30556
Vasopressin,DB00067,Vasopressin V2 receptor,P30518
Vasopressin,DB00067,Vasopressin V1a receptor,P37288
Vasopressin,DB00067,Vasopressin V1b receptor,P47901
Venlafaxine,DB00285,Sodium-dependent serotonin transporter,P31645
Venlafaxine,DB00285,Sodium-dependent noradrenaline transporter,P23975
Venlafaxine,DB00285,Sodium-dependent dopamine transporter,Q01959
Verapamil,DB00661,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Verapamil,DB00661,Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975
Verapamil,DB00661,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555
Verapamil,DB00661,ATP-sensitive inward rectifier potassium channel 11,Q14654
Verapamil,DB00661,Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
Verapamil,DB00661,Voltage-dependent T-type calcium channel subunit alpha-1H,O95180
Verapamil,DB00661,Potassium voltage-gated channel subfamily H member 2,Q12809
Verapamil,DB00661,Sodium-dependent serotonin transporter,P31645
Verapamil,DB00661,Alpha-1A adrenergic receptor,P35348
Verapamil,DB00661,Alpha-1B adrenergic receptor,P35368
Verapamil,DB00661,Alpha-1D adrenergic receptor,P25100
Vigabatrin,DB01080,"4-aminobutyrate aminotransferase, mitochondrial",P80404
Vinblastine,DB00570,Tubulin alpha-1A chain,Q71U36
Vinblastine,DB00570,Tubulin beta chain,P07437
Vinblastine,DB00570,Tubulin delta chain,Q9UJT1
Vinblastine,DB00570,Tubulin gamma-1 chain,P23258
Vinblastine,DB00570,Tubulin epsilon chain,Q9UJT0
Vinblastine,DB00570,Transcription factor AP-1,P05412
Vincristine,DB00541,Tubulin beta chain,P07437
Vincristine,DB00541,Tubulin alpha-4A chain,P68366
Vinorelbine,DB00361,Tubulin beta chain,P07437
Vitamin A,DB00162,Dehydrogenase/reductase SDR family member 4,Q9BTZ2
Vitamin A,DB00162,Retinal dehydrogenase 2,O94788
Vitamin A,DB00162,Retinal dehydrogenase 1,P00352
Vitamin A,DB00162,11-cis retinol dehydrogenase,Q92781
Vitamin A,DB00162,Aldehyde dehydrogenase family 1 member A3,P47895
Vitamin A,DB00162,Retinol dehydrogenase 13,Q8NBN7
Vitamin A,DB00162,Retinol dehydrogenase 12,Q96NR8
Vitamin A,DB00162,Lecithin retinol acyltransferase,O95237
Vitamin A,DB00162,Short-chain dehydrogenase/reductase 3,O75911
Vitamin A,DB00162,"All-trans-retinol 13,14-reductase",Q6NUM9
Vitamin A,DB00162,Retinol dehydrogenase 11,Q8TC12
Vitamin A,DB00162,Retinol dehydrogenase 14,Q9HBH5
Vitamin A,DB00162,Retinol dehydrogenase 8,Q9NYR8
Vitamin A,DB00162,Apolipoprotein D,P05090
Vitamin A,DB00162,Prostaglandin-H2 D-isomerase,P41222
Vitamin E,DB00163,SEC14-like protein 4,Q9UDX3
Vitamin E,DB00163,Arachidonate 5-lipoxygenase,P09917
Vitamin E,DB00163,SEC14-like protein 2,O76054
Vitamin E,DB00163,SEC14-like protein 3,Q9UDX4
Vitamin E,DB00163,Protein kinase C beta type,P05771
Vitamin E,DB00163,Nuclear receptor subfamily 1 group I member 2,O75469
Vitamin E,DB00163,Protein kinase C alpha type,P17252
Vitamin E,DB00163,Diacylglycerol kinase alpha,P23743
Vitamin E,DB00163,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,P62714
Vitamin E,DB00163,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,P67775
Vorinostat,DB02546,Histone deacetylase 8,Q9BY41
Vorinostat,DB02546,Histone deacetylase 1,Q13547
Vorinostat,DB02546,Histone deacetylase 2,Q92769
Vorinostat,DB02546,Histone deacetylase 3,O15379
Vorinostat,DB02546,Histone deacetylase 6,Q9UBN7
Vorinostat,DB02546,Acetoin utilization protein,O67135
Warfarin,DB00682,Vitamin K epoxide reductase complex subunit 1,Q9BQB6
Warfarin,DB00682,Nuclear receptor subfamily 1 group I member 2,O75469
Zafirlukast,DB00549,Cysteinyl leukotriene receptor 1,Q9Y271
Zileuton,DB00744,Arachidonate 5-lipoxygenase,P09917
Ziprasidone,DB00246,D(2) dopamine receptor,P14416
Ziprasidone,DB00246,D(1A) dopamine receptor,P21728
Ziprasidone,DB00246,D(1B) dopamine receptor,P21918
Ziprasidone,DB00246,5-hydroxytryptamine receptor 2A,P28223
Ziprasidone,DB00246,D(3) dopamine receptor,P35462
Ziprasidone,DB00246,D(4) dopamine receptor,P21917
Ziprasidone,DB00246,5-hydroxytryptamine receptor 1A,P08908
Ziprasidone,DB00246,5-hydroxytryptamine receptor 1B,P28222
Ziprasidone,DB00246,5-hydroxytryptamine receptor 1D,P28221
Ziprasidone,DB00246,5-hydroxytryptamine receptor 1E,P28566
Ziprasidone,DB00246,5-hydroxytryptamine receptor 2C,P28335
Ziprasidone,DB00246,5-hydroxytryptamine receptor 6,P50406
Ziprasidone,DB00246,5-hydroxytryptamine receptor 7,P34969
Ziprasidone,DB00246,Histamine H1 receptor,P35367
Ziprasidone,DB00246,Alpha-1A adrenergic receptor,P35348
Ziprasidone,DB00246,Alpha-1B adrenergic receptor,P35368
Ziprasidone,DB00246,Alpha-2A adrenergic receptor,P08913
Ziprasidone,DB00246,Alpha-2B adrenergic receptor,P18089
Ziprasidone,DB00246,Alpha-2C adrenergic receptor,P18825
Ziprasidone,DB00246,Muscarinic acetylcholine receptor M1,P11229
Ziprasidone,DB00246,Muscarinic acetylcholine receptor M2,P08172
Ziprasidone,DB00246,Muscarinic acetylcholine receptor M3,P20309
Ziprasidone,DB00246,Muscarinic acetylcholine receptor M4,P08173
Ziprasidone,DB00246,Muscarinic acetylcholine receptor M5,P08912
Ziprasidone,DB00246,5-hydroxytryptamine receptor 3A,P46098
Ziprasidone,DB00246,5-hydroxytryptamine receptor 3B,O95264
Ziprasidone,DB00246,5-hydroxytryptamine receptor 3C,Q8WXA8
Ziprasidone,DB00246,5-hydroxytryptamine receptor 3D,Q70Z44
Ziprasidone,DB00246,5-hydroxytryptamine receptor 3E,A5X5Y0
Ziprasidone,DB00246,5-hydroxytryptamine receptor 5A,P47898
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 1B,P28222
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 1D,P28221
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 1F,P30939
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 1E,P28566
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 7,P34969
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 1A,P08908
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 2A,P28223
Zolmitriptan,DB00315,5-hydroxytryptamine receptor 2B,P41595
Zonisamide,DB00909,Sodium channel protein type 1 subunit alpha,P35498
Zonisamide,DB00909,Sodium channel protein type 2 subunit alpha,Q99250
Zonisamide,DB00909,Sodium channel protein type 3 subunit alpha,Q9NY46
Zonisamide,DB00909,Sodium channel protein type 4 subunit alpha,P35499
Zonisamide,DB00909,Sodium channel protein type 5 subunit alpha,Q14524
Zonisamide,DB00909,Sodium channel protein type 9 subunit alpha,Q15858
Zonisamide,DB00909,Sodium channel protein type 11 subunit alpha,Q9UI33
Zonisamide,DB00909,Sodium channel subunit beta-1,Q07699
Zonisamide,DB00909,Sodium channel subunit beta-2,O60939
Zonisamide,DB00909,Sodium channel subunit beta-3,Q9NY72
Zonisamide,DB00909,Sodium channel subunit beta-4,Q8IWT1
Zonisamide,DB00909,Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
